,date,tmp,angle,angle_std
428,03/07/2019,32.11388889,323.5555556,13.12005345
429,04/07/2019,32.01944444,316.0833333,77.21016593
430,05/07/2019,30.85,325.1111111,9.651648615
431,06/07/2019,32.23611111,302.3055556,21.20903823
432,07/07/2019,31.61388889,292.8055556,15.15992422
433,08/07/2019,32.50277778,301.4722222,18.66143693
434,09/07/2019,32.65,302.8611111,22.96876234
435,10/07/2019,33.26944444,308.3888889,22.87560294
436,11/07/2019,33.92222222,314.2222222,12.0002572
437,12/07/2019,33.68888889,314.1111111,10.59815964
438,13/07/2019,30.73055556,302.25,15.4044997
439,14/07/2019,31.55555556,315.4722222,18.07159544
440,15/07/2019,31.39722222,314.4444444,13.16865901
441,16/07/2019,33.37777778,297.2777778,99.81972949
442,17/07/2019,36.12777778,307.25,27.09076821
443,18/07/2019,32.175,322.9722222,16.60569867
444,19/07/2019,31.475,322.8333333,10.25643429
445,20/07/2019,30.75833333,317.5555556,13.00522212
446,21/07/2019,30.39722222,314.9444444,13.8241826
447,22/07/2019,31.74722222,327.4722222,10.10908863
448,23/07/2019,33.58055556,317.4444444,10.25086567
449,24/07/2019,33.825,308.9722222,53.22618722
450,25/07/2019,33.49722222,317.75,25.72652652
451,26/07/2019,32.16388889,312.1388889,24.7545201
452,27/07/2019,31.49722222,312.1388889,8.216354889
453,28/07/2019,31.41944444,308.9166667,11.54550177
454,29/07/2019,32.66388889,311.6111111,22.27265111
455,30/07/2019,34.20555556,281.75,123.163481
456,31/07/2019,33.03823529,272.4705882,124.5011777
457,01/08/2019,32.43611111,315.9166667,16.58710175
458,02/08/2019,31.70555556,303.8333333,12.93895926
459,03/08/2019,32.71944444,303.0555556,11.63554049
460,04/08/2019,32.83888889,296.2222222,22.24623702
461,05/08/2019,32.58888889,307.5833333,12.04015273
462,06/08/2019,32.21666667,303.6666667,10.92397974
463,07/08/2019,31.01111111,310.5277778,15.44252086
464,08/08/2019,32.05277778,317.5,11.2014384
465,09/08/2019,31.98611111,293.3055556,13.92603366
466,10/08/2019,31.98333333,305.0833333,11.215998
467,11/08/2019,33.48055556,318.7222222,29.55936692
468,12/08/2019,35.20277778,322.0833333,16.83807689
469,13/08/2019,35.22222222,331.9444444,12.51209292
470,14/08/2019,33.56388889,314.3611111,16.61015884
471,15/08/2019,36.10555556,237.8055556,143.7576702
472,16/08/2019,35.38611111,309.8333333,74.73676025
473,17/08/2019,31.67777778,308,12.14953131
474,18/08/2019,31.71666667,294.9722222,15.21053383
475,19/08/2019,32.15555556,297.1111111,29.35394898
476,20/08/2019,31.78055556,316.5833333,11.36117903
477,21/08/2019,32.36388889,249.25,152.3901016
478,22/08/2019,32.80277778,299.5555556,118.6553001
479,23/08/2019,32.73333333,326.4444444,77.6149486
480,24/08/2019,32.91666667,316.2222222,9.261962568
481,25/08/2019,33.32777778,324.8611111,13.29609963
482,26/08/2019,33.21388889,286.4722222,113.3510981
483,27/08/2019,32.08888889,324.6944444,11.94854581
484,28/08/2019,31.81944444,318.1944444,14.98298933
485,29/08/2019,31.89722222,321.5,15.0950691
486,30/08/2019,32.15277778,318.7777778,15.9549907
487,31/08/2019,32.98055556,313.8611111,74.67639549
488,01/09/2019,32.43333333,325.25,14.39400917
489,02/09/2019,32.52777778,331.2222222,5.874195506
490,03/09/2019,30.76111111,303.6388889,14.63662222
491,04/09/2019,30.95,303.5,17.9791546
492,05/09/2019,30.79444444,304.9722222,17.31968391
493,06/09/2019,32.06944444,311.8611111,55.05913628
494,07/09/2019,30.73055556,308.4166667,14.02849283
495,08/09/2019,30.54444444,302.6666667,10.30372101
496,09/09/2019,30.43611111,320.0277778,13.79711345
497,10/09/2019,30.78888889,312.75,16.49810595
498,11/09/2019,30.78888889,295.75,51.07911891
499,12/09/2019,30.26388889,301.1944444,19.51042377
500,13/09/2019,30.68055556,311.8888889,20.40802916
501,14/09/2019,29.5,295.4166667,12.10228399
502,15/09/2019,29.825,296,13.17615692
503,16/09/2019,30.18333333,310.6666667,20.29230834
504,17/09/2019,31.44722222,187.6666667,173.624435
505,18/09/2019,31.27222222,317.0555556,95.313793
506,19/09/2019,31.33611111,319.9722222,78.13893826
507,20/09/2019,30.72777778,333.6944444,10.94638308
508,21/09/2019,29.40833333,317.5,10.6653645
509,22/09/2019,30.35,312.1388889,74.14406127
510,23/09/2019,30.33333333,236.8333333,163.2779668
511,24/09/2019,29.77777778,298.2222222,118.775725
512,25/09/2019,29.53055556,325.6944444,14.27861541
513,26/09/2019,30.975,300.7777778,105.6977113
514,27/09/2019,31.12777778,315.1111111,94.3323845
515,28/09/2019,29.86666667,330.6666667,56.58081732
516,29/09/2019,29.04444444,321.3611111,11.78311593
517,30/09/2019,29.78888889,321.8888889,17.63641715
518,01/10/2019,29.44444444,304.3055556,46.48585176
519,02/10/2019,29.66666667,313.1666667,19.64334776
520,03/10/2019,30.12941176,316.1470588,57.88280876
521,04/10/2019,30.09722222,301.2222222,98.67007627
522,05/10/2019,28.18055556,213.1388889,161.8415125
523,06/10/2019,29.09310345,306.3103448,12.61390434
524,07/10/2019,29.63055556,240.2777778,150.6234472
525,08/10/2019,29.85555556,267.5,141.1495464
526,09/10/2019,29.54166667,299.5,118.1861761
527,10/10/2019,29.14444444,309.1666667,108.56245
528,11/10/2019,28.73333333,264.9722222,140.1432771
529,12/10/2019,28.85277778,318.5277778,54.25223299
530,13/10/2019,30.03333333,327.6944444,14.63598959
531,14/10/2019,32.85833333,304.7222222,35.68582905
532,15/10/2019,32.48333333,192.1666667,107.839258
533,16/10/2019,28.75277778,308.3888889,16.33550628
534,17/10/2019,28.58055556,316.5277778,22.49380916
535,18/10/2019,28.30277778,297.1666667,98.55976754
536,19/10/2019,28.01944444,271.1388889,115.8409237
537,20/10/2019,28.43333333,280.6111111,123.5096213
538,21/10/2019,28.51111111,289.2777778,114.5235568
539,22/10/2019,29.45555556,227.3333333,162.5446947
540,23/10/2019,24.92777778,294.8888889,16.51224761
541,24/10/2019,26.46666667,223.0833333,20.01162856
542,25/10/2019,27.48611111,255.5277778,52.61996142
543,26/10/2019,22.38055556,143.0277778,132.0200923
544,27/10/2019,26.08888889,285.4722222,23.09820353
545,28/10/2019,24.51111111,268.25,8.854926438
546,29/10/2019,24.275,265.8055556,15.26218902
547,30/10/2019,25.54722222,306.8333333,68.07042921
548,31/10/2019,26.23055556,313.9166667,58.0695823
549,01/11/2019,24.78888889,306.1111111,12.87714983
550,02/11/2019,25.61944444,298.1388889,33.95434253
551,03/11/2019,27.11666667,272.4166667,137.1751466
552,04/11/2019,26.98888889,267.25,104.6614582
553,05/11/2019,28.275,321.8333333,17.06442043
554,06/11/2019,27.14444444,297,73.23136851
555,07/11/2019,27.89722222,325.6111111,17.78775762
556,08/11/2019,28.96388889,300.7777778,58.57336857
557,09/11/2019,26.36388889,306.2777778,20.46489014
558,10/11/2019,28.49444444,252.7777778,103.8952761
559,11/11/2019,31.16388889,100.5,9.423669962
560,12/11/2019,29.95833333,93.19444444,21.74705529
561,13/11/2019,31.17222222,234.4166667,87.68167647
562,14/11/2019,31,273.1388889,59.90555195
563,15/11/2019,24.28888889,297.0833333,16.01106388
564,16/11/2019,19.97777778,154.9722222,86.24270858
565,17/11/2019,23.75833333,85.72222222,8.153428424
566,18/11/2019,22.80277778,95.63888889,10.59389965
567,19/11/2019,23.675,110.4166667,15.12425388
568,20/11/2019,23.74722222,254.2777778,127.0611426
569,21/11/2019,23.38055556,241.8055556,103.8847704
570,22/11/2019,23.12777778,282.4444444,32.10438222
571,23/11/2019,22.03888889,294.3055556,88.38891944
572,24/11/2019,21.81388889,332.2777778,56.25270913
573,25/11/2019,26.28055556,172.5555556,24.63448852
574,26/11/2019,27.78333333,271.5,34.00204242
575,27/11/2019,22.14722222,267.1666667,13.20458675
576,28/11/2019,22.34722222,280,42.37989565
577,29/11/2019,22.60555556,315.1111111,77.1919605
578,30/11/2019,22.4,300.3055556,118.4226938
579,01/12/2019,22.21666667,321.8611111,54.74950673
580,02/12/2019,20.92777778,302.0277778,76.29237843
581,03/12/2019,20.19722222,277.6388889,42.75391651
582,04/12/2019,20.58888889,284.7222222,27.45462025
583,05/12/2019,21.39705882,255.2647059,14.77340381
584,06/12/2019,19.53333333,328.1111111,15.1102941
585,07/12/2019,18.58611111,242.1666667,116.4580277
586,08/12/2019,17.21666667,243.8611111,15.54411782
587,09/12/2019,18.96388889,243.4722222,11.40293849
588,10/12/2019,19.19166667,217.75,90.5337184
589,11/12/2019,21.17777778,177.4444444,65.24971028
590,12/12/2019,17.01111111,234.3611111,14.90181342
591,13/12/2019,17.93055556,235.5277778,16.67913885
592,14/12/2019,18.52777778,236.1944444,15.53994753
593,15/12/2019,16.40555556,175.6388889,68.06743094
594,16/12/2019,18.57222222,226.5,162.89661
595,17/12/2019,19.12777778,313.6944444,69.37411439
596,18/12/2019,19.64166667,136.3888889,164.519887
597,19/12/2019,22.41388889,118.8611111,99.89721183
598,20/12/2019,21.32222222,216.5833333,162.4129468
599,21/12/2019,21.10277778,287.9166667,45.47610789
600,22/12/2019,19.45555556,258.1666667,145.8447615
601,23/12/2019,19.78611111,240.8888889,18.02279078
602,24/12/2019,21.17222222,230,5.96284794
603,25/12/2019,17.32222222,232.3888889,4.566044835
604,26/12/2019,17.16666667,248.4722222,5.230711186
605,27/12/2019,11.15277778,245.1388889,31.85309402
606,28/12/2019,16.09722222,245.9166667,13.66336342
607,29/12/2019,18.225,231.1666667,12.88948753
608,30/12/2019,17.53055556,263.3055556,13.03802014
609,31/12/2019,16.08611111,247.1111111,26.49400118
610,01/01/2020,16.35,289.2777778,29.79430511
611,02/01/2020,16.18055556,263.0833333,11.82364627
612,03/01/2020,15.25,255.5833333,13.30491764
613,04/01/2020,13.58055556,243.6944444,13.94994911
614,05/01/2020,14.98888889,237.7222222,12.13033642
615,06/01/2020,16.59444444,205.2222222,13.46417285
616,07/01/2020,14.70277778,239.8888889,19.05660833
617,08/01/2020,14.20277778,239.5,8.668269083
618,09/01/2020,10.58055556,164.0277778,143.6918938
619,10/01/2020,12.25277778,209.5833333,15.24134545
620,11/01/2020,15.33611111,237.5,39.42679574
621,12/01/2020,15.725,247,19.96385623
622,13/01/2020,13.83055556,212.8055556,13.54174501
623,14/01/2020,17.43055556,120.7222222,146.6535242
624,15/01/2020,20.07777778,99.58333333,83.30878805
625,16/01/2020,22.51666667,171.7777778,80.29601869
626,17/01/2020,14.625,211.6944444,17.54806011
627,18/01/2020,13.33888889,198.1388889,101.1684933
628,19/01/2020,15.125,247.0277778,9.719642515
629,20/01/2020,12.43055556,244.1111111,33.61198346
630,21/01/2020,9.8,161.7222222,147.3451374
631,22/01/2020,11.31111111,221.8611111,60.93354886
632,23/01/2020,14.05555556,247.1111111,13.40144639
633,24/01/2020,10.93611111,256.2222222,132.5546242
634,25/01/2020,14.12777778,197.8333333,153.8355002
635,26/01/2020,14.85555556,173.8888889,168.6299001
636,27/01/2020,16.32222222,145.2222222,162.2950179
637,28/01/2020,16.11944444,274.3055556,19.3416928
638,29/01/2020,16.79722222,266.5833333,21.26339447
639,30/01/2020,17.36944444,276.8333333,7.52588127
640,31/01/2020,16.04722222,302.7222222,12.57557401
641,01/02/2020,15.35277778,254.2222222,10.89115623
642,02/02/2020,17.34166667,248.9166667,97.01499741
643,03/02/2020,17.21111111,328.1111111,14.73992646
644,04/02/2020,17.43611111,278.4722222,12.19172331
645,05/02/2020,19.91388889,218.5555556,13.04787008
646,06/02/2020,22.43333333,233.75,22.09245095
647,07/02/2020,13.11666667,230.0833333,14.25633388
648,08/02/2020,11.33888889,266.6111111,16.40846289
649,09/02/2020,9.644444444,182.2777778,155.6731996
650,10/02/2020,10.44722222,232.4166667,130.7141442
651,11/02/2020,13.54722222,249.2222222,17.66998571
652,12/02/2020,18.41944444,249.7777778,29.26802494
653,13/02/2020,19.96388889,262.5833333,71.38058209
654,14/02/2020,19.2,138.1666667,156.7699128
655,15/02/2020,20.20555556,261.3055556,63.69624943
656,16/02/2020,16.725,298.9444444,20.02768146
657,17/02/2020,18.15277778,295.5,52.55658326
658,18/02/2020,19.04166667,296.8611111,24.61949631
659,19/02/2020,12.86944444,250.4166667,15.93454493
660,20/02/2020,16.75555556,273.4444444,6.771855336
661,21/02/2020,18.63333333,241,26.29321839
662,22/02/2020,16.49444444,280.8611111,16.3879237
663,23/02/2020,16.79444444,220.25,155.9386231
664,24/02/2020,16.01388889,231.6666667,160.6353704
665,25/02/2020,16.67222222,302.9444444,6.39420069
666,26/02/2020,18.09444444,287.9444444,28.49360985
667,27/02/2020,21.44166667,228.6111111,125.5574852
668,28/02/2020,23.01111111,307.2777778,38.05085129
669,29/02/2020,17.25833333,267.8333333,5.030462758
670,01/03/2020,15.83888889,292.9722222,11.61293845
671,02/03/2020,16.45833333,278.6666667,63.99479145
672,03/03/2020,19.36944444,171.6944444,169.5703426
673,04/03/2020,25.69444444,249.8333333,72.55859701
674,05/03/2020,26.925,268.6388889,52.66305514
675,06/03/2020,12.74571429,262.3428571,53.06919626
676,07/03/2020,18.33714286,301.2285714,54.84840704
677,08/03/2020,22.04848485,222.969697,158.5967795
678,09/03/2020,26.61612903,146.9032258,10.1388898
679,10/03/2020,18.859375,263.90625,149.9836156
680,11/03/2020,21.18611111,116.6666667,151.2991885
681,12/03/2020,22.05,157.6388889,101.9698084
682,13/03/2020,15.56111111,186.3333333,13.58103252
683,14/03/2020,17.54166667,284.6111111,11.27504072
684,15/03/2020,21.10833333,255.5,77.43151096
685,16/03/2020,23.05277778,298.5,38.35108285
686,17/03/2020,15.38888889,265.6111111,4.448956043
687,18/03/2020,14.34722222,259.8888889,13.24088319
688,19/03/2020,15.75833333,262.2222222,10.48573399
689,20/03/2020,12.39722222,281.4166667,21.84335012
690,21/03/2020,13.30277778,292.0277778,34.37738768
691,22/03/2020,17.28611111,281.3333333,90.73067593
692,23/03/2020,24.24166667,155.7222222,13.73683433
693,24/03/2020,19.91111111,286.8333333,20.54061018
694,25/03/2020,19.38611111,271.6111111,122.4627557
695,26/03/2020,23.35555556,129.6111111,120.2865278
696,27/03/2020,23.54722222,214.1388889,166.4987742
697,28/03/2020,18.95555556,297.4166667,14.51699196
698,29/03/2020,21.5,265.0555556,6.266952318
699,30/03/2020,26.21944444,213.9722222,35.67327518
700,31/03/2020,26.49444444,215.0277778,92.62213742
701,01/04/2020,18.78888889,274.4166667,6.563260538
702,02/04/2020,20.87714286,303.4857143,28.3572832
703,03/04/2020,24.36944444,275.75,94.88161483
704,04/04/2020,29.53888889,94.72222222,18.60348102
705,05/04/2020,23.00555556,293.5277778,39.10348529
706,06/04/2020,21.68333333,309.5555556,34.25755752
707,07/04/2020,20.275,329.0833333,55.97339398
708,08/04/2020,20.08055556,317.9722222,14.59544471
709,09/04/2020,20.48333333,297.3333333,20.51422271
710,10/04/2020,16.12777778,276.3055556,11.89028419
711,11/04/2020,19.22222222,296.9166667,17.40110948
712,12/04/2020,21.26944444,316.4444444,76.33822562
713,13/04/2020,21.70555556,219.2222222,168.779131
714,14/04/2020,21.93888889,271.4722222,143.1959586
715,15/04/2020,23.67222222,145.9444444,160.0135314
716,16/04/2020,25.02777778,290.7222222,28.15493948
717,17/04/2020,20.94444444,214.8055556,142.6849325
718,18/04/2020,22.60277778,286.1944444,100.7868541
719,19/04/2020,25.14166667,302.1111111,105.4995465
720,20/04/2020,25.70555556,311.4166667,55.76407396
721,21/04/2020,25.68333333,243.8055556,144.2247127
722,22/04/2020,33.34166667,228.5277778,131.4999971
723,23/04/2020,23.3,291.4722222,20.05061112
724,24/04/2020,29.60277778,173.2222222,53.53146069
725,25/04/2020,19.81944444,288.1666667,7.987837978
726,26/04/2020,21.71388889,315.1944444,20.48687852
727,27/04/2020,23.51111111,290.3888889,72.89348309
728,28/04/2020,24.26176471,333,57.14892825
729,29/04/2020,21.975,327.9722222,8.839576759
730,30/04/2020,23.23888889,319.8888889,14.59028935
731,01/05/2020,27.00833333,283.1944444,51.10056504
732,02/05/2020,23.22,312.1428571,11.57372111
733,03/05/2020,25.45555556,297.1944444,75.18452096
734,04/05/2020,27.2,291.3611111,114.7221651
735,05/05/2020,20.35277778,306.4722222,13.35308144
736,06/05/2020,22.13611111,286.3888889,14.41696103
737,07/05/2020,26.43611111,269.4166667,130.2430154
738,08/05/2020,29.01944444,316.0277778,95.06795409
739,09/05/2020,24.06666667,280.0277778,13.36139986
740,10/05/2020,24.24722222,319.5833333,12.22105424
741,11/05/2020,25.51111111,259.7222222,146.968555
742,12/05/2020,28.39722222,327.3611111,79.11108673
743,13/05/2020,28.24166667,261.3055556,149.2516182
744,14/05/2020,27.84444444,321.2777778,77.47960703
745,15/05/2020,31.95833333,196.5,167.6644301
746,16/05/2020,37.45555556,278.4166667,121.1061002
747,17/05/2020,40.725,60.02777778,27.71029302
748,18/05/2020,38.72777778,288.5277778,113.7495998
749,19/05/2020,40.33055556,123.7222222,142.8207134
750,20/05/2020,40.53888889,248.8055556,151.1729729
751,21/05/2020,39.08888889,333.1666667,12.55985669
752,22/05/2020,27.51388889,314.25,11.50694235
753,23/05/2020,24.96111111,298.5555556,9.627635121
754,24/05/2020,22.75833333,308.75,8.414191055
755,25/05/2020,24.93055556,293.4166667,17.94803456
756,26/05/2020,27.24722222,299.2222222,100.686287
757,27/05/2020,25.49166667,322.2222222,12.44121982
758,28/05/2020,24.51944444,329.5277778,11.79568215
759,29/05/2020,23.87222222,329.3055556,12.35992504
760,30/05/2020,24.53611111,309.6666667,108.3289743
761,31/05/2020,24.92222222,334.1111111,56.19943543
762,01/06/2020,29.73333333,227,145.7680806
763,02/06/2020,25.73055556,303.0555556,12.89475441
764,03/06/2020,27.18888889,299.6388889,24.47010963
765,04/06/2020,27.93055556,208.0833333,164.5521489
766,05/06/2020,26.79722222,319.3611111,94.92662452
767,06/06/2020,27.5,309.0555556,91.12779319
768,07/06/2020,32.44166667,228.5833333,154.8485595
769,08/06/2020,30.03888889,326.75,55.04108314
770,09/06/2020,27.57777778,330.7222222,9.587639934
771,10/06/2020,29.525,315.25,27.88605287
772,11/06/2020,28.25277778,321.0833333,13.89719196
773,12/06/2020,31.13055556,334.5,12.95826634
774,13/06/2020,33.72222222,319.0833333,13.38194264
775,14/06/2020,27.83888889,318.9444444,78.28720076
776,15/06/2020,27.71388889,330.0833333,13.5079709
777,16/06/2020,29.89444444,309.9722222,93.66710739
778,17/06/2020,35.44722222,254.9444444,140.10491
779,18/06/2020,26.85555556,298.5833333,13.74646419
780,19/06/2020,27.325,285.1388889,8.343835974
781,20/06/2020,27.59166667,276.7777778,11.69784195
782,21/06/2020,32.94722222,280.4444444,79.45349599
783,22/06/2020,30.43055556,308.6111111,16.57185998
784,23/06/2020,31.13055556,309.6111111,74.86516687
785,24/06/2020,28.41388889,340.3333333,9.76956726
786,25/06/2020,27.96944444,307.8888889,92.86632501
787,26/06/2020,29.30833333,338.9444444,10.01927155
788,27/06/2020,30.67222222,322.3055556,54.82488255
789,28/06/2020,30.29722222,308.8333333,16.43759242
790,29/06/2020,29.93611111,305.7222222,15.89306472
791,30/06/2020,28.98055556,298.5,18.51650915
792,01/07/2020,30.34166667,319.75,18.52981831
793,02/07/2020,32.70277778,333.0833333,8.826648414
794,03/07/2020,31.94722222,323.4444444,11.62479258
795,04/07/2020,31.55833333,322,12.82142304
796,05/07/2020,30.65,291.4166667,16.1044766
797,06/07/2020,30.19722222,295.2777778,14.7094284
798,07/07/2020,32.22222222,325.3888889,9.790238272
799,08/07/2020,31.31666667,319.9722222,78.19579632
800,09/07/2020,30.25833333,324.6944444,11.71376077
801,10/07/2020,30.79722222,326.0277778,14.09193251
802,11/07/2020,30.875,313.1666667,12.85712081
803,12/07/2020,30.31944444,311.1388889,14.33169134
804,13/07/2020,30.475,305.6944444,17.60179827
805,14/07/2020,31.925,295.8611111,89.72307791
806,15/07/2020,31.79444444,311.1944444,76.65464378
807,16/07/2020,30.46111111,313.4444444,15.06549487
808,17/07/2020,29.96944444,310.3888889,15.31571048
809,18/07/2020,30.40555556,317.1944444,14.36202447
810,19/07/2020,31.35833333,315.8611111,94.87832933
811,20/07/2020,31.92777778,328.8611111,9.086475841
812,21/07/2020,31.31944444,319.0277778,11.37122614
813,22/07/2020,31.28611111,317.3333333,15.10518675
814,23/07/2020,32.28333333,313.0555556,12.22234848
815,24/07/2020,32.40833333,303.8888889,19.69740222
816,25/07/2020,33.21388889,325.0555556,11.49624201
817,26/07/2020,32.41944444,318.6388889,77.74858083
818,27/07/2020,31.74722222,314.9166667,76.50503796
819,28/07/2020,32.96388889,322.7777778,9.806775184
820,29/07/2020,33.69444444,286.5833333,113.9033155
821,30/07/2020,34.84444444,326.0555556,9.530490382
822,31/07/2020,33.05,315.25,13.47090486
823,01/08/2020,33.1,305.9166667,18.57772711
824,02/08/2020,32.75,312.4722222,25.11029682
825,03/08/2020,34.34722222,288.1666667,78.84249418
826,04/08/2020,31.91111111,311.2777778,13.111935
827,05/08/2020,31.675,294.9722222,18.19720081
828,06/08/2020,31.90833333,307.5555556,14.39221326
829,07/08/2020,32.96666667,294.1944444,21.63949507
830,08/08/2020,31.97222222,303.7222222,10.37521382
831,09/08/2020,30.93888889,296.4444444,14.30315514
832,10/08/2020,31.49722222,304.4722222,13.93733218
833,11/08/2020,31.21111111,309.3888889,11.10874975
834,12/08/2020,31.24722222,310.3333333,12.84523258
835,13/08/2020,31.75833333,314.5555556,14.75248462
836,14/08/2020,32.69444444,311.2222222,16.60339843
837,15/08/2020,32.35277778,301.9166667,14.64842616
838,16/08/2020,33.65277778,296.9166667,22.09370825
839,17/08/2020,33.50555556,314.75,10.60758377
840,18/08/2020,31.8,304.8055556,15.89517649
841,19/08/2020,31.50277778,313.8611111,15.16603072
842,20/08/2020,31.63333333,305.9166667,22.09999372
843,21/08/2020,31.15277778,294.8888889,13.49027999
844,22/08/2020,31.2,314.1666667,19.86412176
845,23/08/2020,31.95833333,320.4722222,11.2656955
846,24/08/2020,33.725,328.7777778,12.00488584
847,25/08/2020,33.19722222,328.7777778,17.01977789
848,26/08/2020,32.28611111,318.6944444,11.84112289
849,27/08/2020,30.71388889,307.6388889,17.14829564
850,28/08/2020,31.82222222,291.3611111,114.8001047
851,29/08/2020,32.85833333,273.5833333,144.759259
852,30/08/2020,32.62222222,315.8888889,10.45832411
853,31/08/2020,32.93055556,308.3055556,10.39449492
854,01/09/2020,33.2875,280.75,18.77331883
